,Unnamed: 0,actual,predicted,text,label
1271,1271,3,0,Supreme Court OKs Calif. Gun Show Bans  - The U.S. Supreme Court on Monday let stand a lower court's ruling that upheld a county ordinance banning gun shows on government property such as fairgrounds.,0
1280,1280,2,1,"The Geisha Stylist Who Let His Hair Down Here in the Gion geisha district of Japan's ancient capital, even one bad hair day can cost a girl her career. So it is no wonder that Tetsuo Ishihara is the man with the most popular hands in town.",0
1283,1283,0,1,"Rebels boycott Sudan peace talks Rebel groups walked away from peace talks with the Sudanese government in the Nigerian capital of Abuja on Saturday in protest of alleged attacks by the government-supported Janjaweed militia in the embattled Darfur region, a ",0
1289,1289,0,2,FACTBOX-Profiles of key figures in new Irish cabinet Ireland #39;s Taoiseach (Prime Minister) Bertie Ahern has shuffled his cabinet to re-energise his party after a poor showing in local and European elections earlier this year.,0
1294,1294,2,0,"Zimbabwe Court Acquits Tsvangirai of Treason  HARARE, Zimbabwe (Reuters) - Zimbabwe's High Court Friday  acquitted opposition leader Morgan Tsvangirai on charges of  plotting to assassinate President Robert Mugabe, saying the  state had failed to prove its case beyond reasonable doubt.",0
1305,1305,0,2,"Jamaicans Flee as Powerful Hurricane Approaches Hurricane Ivan, the third powerful storm to boil up out of the Atlantic this year, bore down on Jamaica today after devastating Grenada.",0
1310,1310,0,3,"Karzai set for visit to Pakistan Afghan President Hamid Karzai is due to arrive in Pakistan on Monday for a two-day official visit, originally scheduled for last month.",0
1326,1326,2,0,"Palestinian killed, 35 houses razed in Gaza GAZA CITY: The Israeli army killed one Palestinian in an air raid and demolished at least 35 houses in the Gaza Strip on Saturday as Israel shut down for Judaisms most solemn day of Yom Kippur.",0
1337,1337,3,0,"Ukraine Opposition Flexes Muscles After Victory  KIEV (Reuters) - Opposition leader Viktor Yushchenko, fresh  from securing a re-run of Ukraine's disputed election, tore up  a deal on Saturday to reduce the president's powers and told  his supporters to keep up pressure on the streets.",0
1341,1341,0,1,"Ugandan Army Says Nine LRA Rebels Killed  KAMPALA, Uganda (Reuters) - Ugandan troops killed nine  Lord's Resistance Army (LRA) rebels after a devastating raid on  the group's headquarters in southern Sudan scattered its main  force, the army said Tuesday.",0
1346,1346,2,3,Russia Finds Explosive Traces on 2nd Plane MOSCOW - Officials said Saturday they had found traces of an explosive on the wreckage of the second of two Russian airliners that crashed just minutes apart earlier this week. That would indicate terrorists caused both aviation tragedies...,0
1347,1347,0,2,"Strong quake hits western Japan An earthquake with a magnitude of 6.8 shakes western Japan, reportedly making tall buildings sway in Tokyo.",0
1350,1350,2,0,"97 Abandoned Migrants Found in Mexico  - Police found 97 undocumented migrants crammed into an abandoned freight trailer on the side of a highway in the southern state of Chiapas Thursday, after the migrants hacked a breathing hole in the side of the trailer with a pick when the driver fled.",0
1356,1356,0,1,UN tells Syria to quit Lebanon A US-drafted resolution telling Syria to withdraw its forces from Lebanon and warning against foreign interference in Beirut #39;s presidential election has squeaked through the UN Security Council.,0
1372,1372,2,3,"UN rights chief says Sudan ""failing"" people of Darfur  - The UN's top rights official accused Sudan of  failing  the people of Darfur and called for an international police presence to curb continued attacks on civilians in the troubled region.",0
1376,1376,1,3,"In pictures: War in Chechnya Russia launched massive air strikes on the Chechen capital, Grozny, in December 1994 after the Chechen government refused to disarm and surrender to Moscow #39;s authority.",0
1378,1378,3,0,"Tunisia #39;s Ben Ali wins landslide victory Tunisian President Zine el-Abidine Ben Ali won a landslide victory over three rivals in the presidential elections, officials said Monday.",0
1388,1388,1,2,"American Deserters Find a Mixed Reception in Canada Despite Canada's opposition to the Iraq war, the government also is opposing the U.S. deserters' refugee applications, saying the soldiers are not persecuted. It is resisting the argument that the Iraq war is illegal.",0
1390,1390,0,3,"Russian Cabinet Approves Kyoto Protocol MOSCOW - Russia's Cabinet approved the Kyoto Protocol on global warming Thursday, clearing the way for the worldwide adoption of the document once the Russian parliament ratifies it as widely expected.    The protocol must be ratified by no fewer than 55 countries that accounted for at least 55 percent of global emissions in 1990, and Russia's participation would tip the scale...",0
1417,1417,2,3,"No direct vote in Hong Kong, China tells legislators BEIJING -- China warned Hong Kong legislators yesterday to forget the idea of holding a referendum on whether residents should be able to directly elect their leaders.",0
1418,1418,3,0,"Haiti Tells South Africa to Control Exiled Aristide, BBC Says Haiti accused South African President Thabo Mbeki of failing to stop exiled president Jean-Bertrand Aristide from fomenting unrest in the Caribbean nation, the British Broadcasting Corp.",0
1430,1430,2,0,"AP: Queen Noor Appeals to Muslim Moderates Muslim moderates must speak out against the ""distorted ranting"" of extremists who carry out beheadings and suicide bombings, Queen Noor of Jordan said in an interview with The Associated Press.",0
1431,1431,2,3,Second Bomb Threat Plane Lands Safely A bomb-threatened Olympic Airways plane landed safely at Shannon airport today after being diverted to Ireland following a warning telephoned to an Athens newspaper.,0
1452,1452,2,3,"U.S. Strikes Al-Zarqawi Network; 16 Dead BAGHDAD, Iraq - U.S. warplanes, tanks and artillery repeatedly hit at Abu Musab al-Zarqawi's terror network in the insurgent stronghold of Fallujah on Saturday, while two British Muslim leaders came to Baghdad to try to convince his followers to release a British hostage...",0
1453,1453,0,1,"Gun battle in Indonesia #39;s Aceh kills six alleged rebels: military BANDA ACEH, Aceh (AFP): Indonesian soldiers have killed six suspected rebels during two separate gunbattles in the troubled province of Aceh, the military said on Tuesday.",0
1477,1477,2,0,"8-year jail term sought for Italys PM An Italian prosecutor is asking a court to sentence Silvio Berlusconi to eight years in jail for bribing judges. This, as the prime minister #39;s four-year corruption trial reaches its climax, reported CCTV Saturday.",0
1482,1482,0,2,Kerry Camp Makes Video to Defuse Attacks  - Sen. John Kerry's campaign released a video Saturday comparing the controversy over Kerry's Vietnam service to attacks on John McCain during the 2000 Republican primaries.,0
1499,1499,2,3,Romanians Elect Mayor of Bucharest as New President Romanians have elected Traian Basescu as the country #39;s next president in a surprise victory over Prime Minister Adrian Nastase that will also almost certainly prevent his ,0
1518,1518,2,0,"KYOTO PROTOCOL GETS GREEN LIGHT The Kyoto Protocol has finally been given the green light and will become a binding treaty on February the 16th. The finalisation of the United Nations #39; environmental accord, which is designed to combat global ",0
1547,1547,3,2,"Explosions in Baghdad's Green Zone Kill 8  - Two bombs apparently carried in by insurgents exploded at an outdoor market and a popular cafe in Baghdad's heavily guarded Green Zone on Thursday, killing eight civilians and wounding a number of others, a U.S. military spokesman said.",0
1560,1560,0,2,"New Zealand threatens to ban foreign crews after rise in ship jumpers  - A large increase in the number of foreign seamen jumping ship in New Zealand has been blamed on an immigration racket and prompted a government threat to ban overseas fishing crews, according to a report.",0
1574,1574,2,0,"Mideast slams Israeli onslaught in Gaza AMMAN: Moderate and hardline governments around the Mideast Sunday hit out at Israel #39;s massive five-day-old incursion into Gaza, as the death toll hit 66 and Palestinians pleaded for international support.",0
1593,1593,0,1,"49 army recruits executed in Iraq: Mortar kills US diplomat BAQUBA, Oct 24: Rebels killed 49 unarmed army recruits in one of the bloodiest attacks on Iraq #39;s nascent security forces and, in a separate attack on Sunday, killed a US diplomat in a mortar strike near Baghdad airport.",0
1594,1594,0,3,"Iran wont consider long-term uranium-enrichment halt: Official HAMBURG, GERMANY - Iran is not prepared to negotiate with the European Union over a long-term suspension of its uranium enrichment, the head of Irans nuclear energy agency said in an interview published on Thursday.",0
1598,1598,3,0,Star Wars inspires art shortlist An artist who used a life-sized Jabba the Hutt in a piece is shortlisted for the Beck's Futures prize.,0
1613,1613,2,3,"US says  getting nowhere  with crisis in Darfur UNITED NATIONS (AFP) - The international community is  getting nowhere  with the crisis in Sudan #39;s troubled Darfur region, the US ambassador to the United Nations, John Danforth, said.",0
1616,1616,3,1,US senator calls for Annan's resignation  - A US senator heading a panel investigating the UN's scandal-plagued Iraq oil-for-food program called for UN chief Kofi Annan's resignation in a Wall Street Journal opinion piece.,0
1628,1628,0,3,"Afghans Set for Historic Vote Under Militant Threat  KABUL (Reuters) - Millions of Afghans prepared for a  historic poll on Saturday, which will give the mountainous  Islamic nation on the ancient Silk Road its first elected  president and perhaps end over a quarter century of war.",0
